timestamp,rr,sr,count,mrt,tc
1614355200,100,100,45,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355200,100,100,60,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355200,100,100,85,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355260,100,100,99,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355260,100,100,61,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355260,100,100,64,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355320,100,100,51,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355320,100,100,98,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355320,100,100,58,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355380,100,100,126,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355380,100,100,66,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355380,100,100,80,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355440,100,100,82,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355440,100,100,75,48,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355440,100,100,36,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355500,100,100,40,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355500,100,100,71,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355500,100,100,49,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355560,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355560,100,100,15,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355560,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355620,100,100,30,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355620,100,100,22,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355620,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355680,100,100,39,37,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355680,100,100,22,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355680,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355740,100,100,33,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355740,100,100,36,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355740,100,100,25,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355800,100,100,47,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355800,100,100,43,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355800,100,100,19,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355860,100,100,27,13,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614355860,100,100,31,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614355860,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614355920,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
