timestamp,rr,sr,count,mrt,tc
1614268800,100,100,106,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614268800,100,100,37,13,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614268800,100,100,76,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614268860,100,100,90,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614268860,100,100,93,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614268860,100,100,40,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614268920,100,100,75,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614268920,100,100,37,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614268920,100,100,104,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614268980,100,100,142,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614268980,100,100,66,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614268980,100,100,90,38,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269040,100,100,87,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269040,100,100,76,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269040,100,100,47,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269100,100,100,32,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269100,100,100,43,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269100,100,100,75,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269160,100,100,37,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269160,100,100,24,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269160,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269220,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269220,100,100,34,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269220,100,100,37,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269280,100,100,32,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269280,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269280,100,100,19,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269340,100,100,12,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269340,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269340,100,100,34,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269400,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269400,100,100,23,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269400,100,100,29,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269460,100,100,44,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269460,100,100,20,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269460,100,100,38,50,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269520,100,100,34,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269520,100,100,15,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269520,100,100,32,44,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269580,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269580,100,100,49,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269580,100,100,20,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269640,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269640,100,100,45,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269640,100,100,32,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269700,100,100,26,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269700,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269700,100,100,51,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269760,100,100,24,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269760,100,100,35,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269760,100,100,25,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269820,100,100,48,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269820,100,100,32,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269820,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269880,100,100,22,15,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614269880,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269880,100,100,37,46,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269940,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614269940,100,100,26,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614269940,100,100,26,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270000,100,100,29,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270000,100,100,50,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270000,100,100,22,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270060,100,100,22,14,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270060,100,100,25,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270060,100,100,28,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270120,100,100,32,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270120,100,100,40,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270120,100,100,29,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270180,100,100,38,11,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270180,100,100,27,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270180,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270240,100,100,30,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270240,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270240,100,100,41,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270300,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270300,100,100,33,39,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270300,100,100,37,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270360,100,100,21,11,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270360,100,100,47,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270360,100,100,44,47,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270420,100,100,25,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270420,100,100,21,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270420,100,100,26,9,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270480,100,100,23,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270480,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270480,100,100,35,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270540,100,100,13,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270540,100,100,31,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270540,100,100,59,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270600,100,100,20,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270600,100,100,32,42,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270600,100,100,33,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270660,100,100,14,16,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270660,100,100,39,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270660,100,100,30,40,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270720,100,100,17,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270720,100,100,38,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270720,100,100,30,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270780,100,100,41,10,aaa51527e6254b04dd1d25004e6da3e6db651e4e
1614270780,100,100,33,12,f952e21004726cf7d2b2c5aa400a566e2b2a6aae
1614270780,100,100,24,43,388b83e4b434a13b679b0bad237fb5fabe1a0c54
1614270840,100,100,34,41,388b83e4b434a13b679b0bad237fb5fabe1a0c54
